0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
1	13
1	14
1	6
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
23	24
23	25
23	26
23	27
23	28
23	29
23	30
23	31
23	32
23	33
23	34
23	35
24	36
24	37
24	38
24	39
24	40
24	41
24	32
24	33
24	42
24	43
24	44
2	36
2	3
2	4
2	5
2	45
2	8
2	46
2	11
2	12
2	47
36	48
36	37
36	40
36	33
36	42
36	43
36	10
36	49
36	50
36	51
25	52
25	53
25	54
25	29
25	55
25	41
25	30
25	31
25	56
25	34
25	35
52	57
52	58
52	59
52	39
52	60
52	61
52	62
52	63
52	64
52	47
52	65
57	3
57	58
57	59
57	8
57	66
57	60
57	62
57	63
57	10
57	65
3	4
3	59
3	5
3	8
3	31
3	11
3	12
3	47
48	37
48	30
48	32
48	33
48	42
48	43
48	50
48	44
48	51
37	67
37	45
37	68
37	46
37	10
37	49
37	12
69	26
69	27
69	70
69	71
69	38
69	72
69	73
69	74
69	75
69	56
26	28
26	53
26	54
26	16
26	30
26	31
26	34
26	35
26	76
27	28
27	38
27	74
27	75
27	77
27	78
27	56
27	79
28	53
28	54
28	29
28	30
28	60
28	80
28	34
28	35
28	81
4	70
4	5
4	74
4	8
4	82
4	42
4	11
4	12
70	83
70	14
70	41
70	84
70	9
70	85
70	86
70	87
70	88
71	89
71	90
71	72
71	73
71	74
71	91
71	77
71	92
71	78
71	79
89	93
89	94
89	6
89	7
89	73
89	95
89	55
89	96
89	97
89	19
83	58
83	73
83	84
83	9
83	98
83	99
83	100
83	85
83	87
83	88
58	59
58	53
58	101
58	66
58	60
58	62
58	47
58	65
59	5
59	29
59	66
59	60
59	62
59	63
59	47
5	8
5	63
5	10
5	11
5	12
5	65
67	13
67	45
67	68
67	102
67	46
67	43
67	85
67	10
67	76
13	6
13	15
13	16
13	103
13	18
13	20
13	21
13	35
13	22
38	14
38	72
38	74
38	91
38	75
38	92
38	56
14	104
14	84
14	105
14	9
14	98
14	100
14	86
14	87
45	74
45	68
45	46
45	63
45	10
45	88
93	94
93	7
93	91
93	55
93	96
93	106
93	64
93	107
93	97
93	19
94	7
94	95
94	68
94	55
94	96
94	64
94	97
94	19
94	22
90	53
90	72
90	75
90	77
90	55
90	92
90	78
90	96
90	56
90	79
53	54
53	29
53	108
53	31
53	34
53	35
6	15
6	16
6	18
6	20
6	21
6	22
72	7
72	91
72	77
72	92
72	78
72	97
72	79
7	95
7	55
7	96
7	80
7	97
7	19
73	15
73	75
73	41
73	109
15	16
15	106
15	18
15	86
15	20
15	21
15	22
74	54
74	75
74	77
74	78
74	56
54	29
54	77
54	30
54	64
54	34
54	35
39	8
39	66
39	40
39	32
39	33
39	42
39	50
39	44
39	51
8	82
8	11
8	12
91	75
91	17
91	105
75	92
75	98
75	96
75	56
95	16
95	110
95	17
95	102
95	99
95	111
95	107
95	112
16	84
16	18
16	20
16	21
16	22
101	29
101	108
101	103
101	82
101	61
101	113
101	114
101	76
101	65
101	81
29	30
29	92
29	31
29	34
110	108
110	103
110	17
110	102
110	99
110	111
110	107
110	80
110	87
110	50
108	103
108	82
108	61
108	113
108	43
108	114
108	76
108	81
68	66
68	60
68	46
68	63
68	10
66	60
66	62
66	63
66	19
66	47
66	65
40	103
40	32
40	33
40	43
40	50
40	44
40	112
103	82
103	61
103	113
103	111
103	114
103	76
103	81
77	55
77	92
77	78
77	79
55	96
55	18
55	97
55	19
104	17
104	84
104	9
104	98
104	100
104	85
104	86
104	87
104	35
17	99
17	111
17	107
17	80
17	112
41	109
41	105
41	114
41	49
41	19
41	81
109	30
109	105
109	102
109	100
109	49
109	88
30	31
30	78
30	35
92	84
92	78
92	80
92	79
84	98
84	100
84	85
84	86
84	21
105	31
105	9
105	49
105	22
105	112
31	34
31	35
31	65
9	102
9	98
9	85
9	87
9	88
102	99
102	100
102	111
102	107
102	80
102	112
82	60
82	61
82	113
82	114
82	12
82	76
82	81
60	63
60	47
60	65
46	98
46	113
46	114
46	10
46	107
46	86
98	100
98	86
98	20
98	88
78	32
78	79
32	33
32	42
32	44
32	12
32	51
61	33
61	62
61	113
61	114
61	76
61	81
33	64
33	43
33	44
99	100
99	111
99	80
99	51
99	112
100	86
100	87
100	88
62	63
62	64
62	50
62	47
62	65
63	47
63	65
96	106
96	97
96	19
96	22
106	64
106	56
106	111
106	107
106	11
106	97
106	21
106	76
42	64
42	113
42	43
42	50
42	51
64	11
64	97
64	34
113	43
113	114
113	76
113	81
43	50
43	51
56	79
111	85
111	107
111	80
111	49
85	86
85	87
85	12
85	88
114	18
114	51
114	76
114	81
18	79
18	20
18	21
18	22
107	80
107	11
107	112
80	35
80	112
11	12
97	19
86	88
87	112
87	88
49	50
49	112
50	44
50	51
79	34
34	44
44	20
44	51
20	21
20	22
12	81
21	22
47	65
76	81
