1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
2	14
2	15
2	7
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	23
24	25
24	26
24	27
24	28
24	29
24	30
24	31
24	32
24	33
24	34
24	35
24	36
25	37
25	38
25	39
25	40
25	41
25	42
25	33
25	34
25	43
25	44
25	45
3	37
3	4
3	5
3	6
3	46
3	9
3	47
3	12
3	13
3	48
37	49
37	38
37	41
37	34
37	43
37	44
37	11
37	50
37	51
37	52
26	53
26	54
26	55
26	30
26	56
26	42
26	31
26	32
26	57
26	35
26	36
53	58
53	59
53	60
53	40
53	61
53	62
53	63
53	64
53	65
53	48
53	66
58	4
58	59
58	60
58	9
58	67
58	61
58	63
58	64
58	11
58	66
4	5
4	60
4	6
4	9
4	32
4	12
4	13
4	48
49	38
49	31
49	33
49	34
49	43
49	44
49	51
49	45
49	52
38	68
38	46
38	69
38	47
38	11
38	50
38	13
70	27
70	28
70	71
70	72
70	39
70	73
70	74
70	75
70	76
70	57
27	29
27	54
27	55
27	17
27	31
27	32
27	35
27	36
27	77
28	29
28	39
28	75
28	76
28	78
28	79
28	57
28	80
29	54
29	55
29	30
29	31
29	61
29	81
29	35
29	36
29	82
5	71
5	6
5	75
5	9
5	83
5	43
5	12
5	13
71	84
71	15
71	42
71	85
71	10
71	86
71	87
71	88
71	89
72	90
72	91
72	73
72	74
72	75
72	92
72	78
72	93
72	79
72	80
90	94
90	95
90	7
90	8
90	74
90	96
90	56
90	97
90	98
90	20
84	59
84	74
84	85
84	10
84	99
84	100
84	101
84	86
84	88
84	89
59	60
59	54
59	102
59	67
59	61
59	63
59	48
59	66
60	6
60	30
60	67
60	61
60	63
60	64
60	48
6	9
6	64
6	11
6	12
6	13
6	66
68	14
68	46
68	69
68	103
68	47
68	44
68	86
68	11
68	77
14	7
14	16
14	17
14	104
14	19
14	21
14	22
14	36
14	23
39	15
39	73
39	75
39	92
39	76
39	93
39	57
15	105
15	85
15	106
15	10
15	99
15	101
15	87
15	88
46	75
46	69
46	47
46	64
46	11
46	89
94	95
94	8
94	92
94	56
94	97
94	107
94	65
94	108
94	98
94	20
95	8
95	96
95	69
95	56
95	97
95	65
95	98
95	20
95	23
91	54
91	73
91	76
91	78
91	56
91	93
91	79
91	97
91	57
91	80
54	55
54	30
54	109
54	32
54	35
54	36
7	16
7	17
7	19
7	21
7	22
7	23
73	8
73	92
73	78
73	93
73	79
73	98
73	80
8	96
8	56
8	97
8	81
8	98
8	20
74	16
74	76
74	42
74	110
16	17
16	107
16	19
16	87
16	21
16	22
16	23
75	55
75	76
75	78
75	79
75	57
55	30
55	78
55	31
55	65
55	35
55	36
40	9
40	67
40	41
40	33
40	34
40	43
40	51
40	45
40	52
9	83
9	12
9	13
92	76
92	18
92	106
76	93
76	99
76	97
76	57
96	17
96	111
96	18
96	103
96	100
96	112
96	108
96	113
17	85
17	19
17	21
17	22
17	23
102	30
102	109
102	104
102	83
102	62
102	114
102	115
102	77
102	66
102	82
30	31
30	93
30	32
30	35
111	109
111	104
111	18
111	103
111	100
111	112
111	108
111	81
111	88
111	51
109	104
109	83
109	62
109	114
109	44
109	115
109	77
109	82
69	67
69	61
69	47
69	64
69	11
67	61
67	63
67	64
67	20
67	48
67	66
41	104
41	33
41	34
41	44
41	51
41	45
41	113
104	83
104	62
104	114
104	112
104	115
104	77
104	82
78	56
78	93
78	79
78	80
56	97
56	19
56	98
56	20
105	18
105	85
105	10
105	99
105	101
105	86
105	87
105	88
105	36
18	100
18	112
18	108
18	81
18	113
42	110
42	106
42	115
42	50
42	20
42	82
110	31
110	106
110	103
110	101
110	50
110	89
31	32
31	79
31	36
93	85
93	79
93	81
93	80
85	99
85	101
85	86
85	87
85	22
106	32
106	10
106	50
106	23
106	113
32	35
32	36
32	66
10	103
10	99
10	86
10	88
10	89
103	100
103	101
103	112
103	108
103	81
103	113
83	61
83	62
83	114
83	115
83	13
83	77
83	82
61	64
61	48
61	66
47	99
47	114
47	115
47	11
47	108
47	87
99	101
99	87
99	21
99	89
79	33
79	80
33	34
33	43
33	45
33	13
33	52
62	34
62	63
62	114
62	115
62	77
62	82
34	65
34	44
34	45
100	101
100	112
100	81
100	52
100	113
101	87
101	88
101	89
63	64
63	65
63	51
63	48
63	66
64	48
64	66
97	107
97	98
97	20
97	23
107	65
107	57
107	112
107	108
107	12
107	98
107	22
107	77
43	65
43	114
43	44
43	51
43	52
65	12
65	98
65	35
114	44
114	115
114	77
114	82
44	51
44	52
57	80
112	86
112	108
112	81
112	50
86	87
86	88
86	13
86	89
115	19
115	52
115	77
115	82
19	80
19	21
19	22
19	23
108	81
108	12
108	113
81	36
81	113
12	13
98	20
87	89
88	113
88	89
50	51
50	113
51	45
51	52
80	35
35	45
45	21
45	52
21	22
21	23
13	82
22	23
48	66
77	82
